020|a	LOCATION	NOTE(ITEM)	BARCODE
9780205096541 (Student version (Case));0205096549 (Student version (Case));9780205242603 (Student version (Paper));020524260X (Student version (Paper));9780205096572 (Instructor's review Copy);0205096573 (Instructor's review Copy);9780205096657 (A La carte version);0205096654 (A La carte version)	xmt  	rec. 011813	30000002497885
9781412992329 (pbk.);141299232X (pbk.)	xmt  	rec. 011813	30000002497950
9780716756675 (hbk.);0716756676 (hbk.)	xmt  	rec. 011813	30000002497943
9781595585394 (hbk.);1595585397 (hbk.)	xmt  	rec. 011813	30000002498073
9789400743038;9400743033	xmt  	rec. 011813	30000002497307
9780199793594 (cloth : alk. paper);019979359X (cloth : alk. paper);9780199793587 (pbk. : alk. paper);0199793581 (pbk. : alk. paper)	xmt  	rec. 011813	30000002496713
9780415425223 (hbk.);0415425220 (hbk.);9780415425230 (pbk.);0415425239 (pbk.);9780203844373 (ebook);0203844378 (ebook)	xmt  	rec. 011813	30000002498651
9780857453259 (hardback : alk. paper);0857453254 (hardback : alk. paper);9780857453266 (ebook);0857453262 (ebook)	xmt  	rec. 011813	30000002497760
9781610484329 (hbk. : alk. paper);1610484320 (hbk. : alk. paper);9781610484336 (pbk. : alk. paper);1610484339	xmt  	rec. 011813	30000002496978
9780807752814 (pbk. : alk. paper);0807752819 (pbk. : alk. paper);9780807752821 (hardcover : alk. paper);0807752827 (hardcover : alk. paper)	xmt  	rec. 011813	30000002497976
9780415686761 (hardback);0415686768 (hardback);9780415686778 (paperback);0415686776 (paperback);9780203800065 (ebook);0203800060 (ebook)	xmt  	rec. 011813	30000002497968
9781412999045 (pbk. : acid-free paper);1412999049 (pbk. : acid-free paper)	xmt  	rec. 011813	30000002497927
9780312642860 (student ed. : alk. paper);0312642865 (student ed. : alk. paper);9780312678869 (se with the essential guide to rhetoric (bound in) : alk. paper);031267886X (se with the essential guide to rhetoric (bound in) : alk. paper)	xmt  	rec. 011813	30000002497505
9781613504680 (hardcover);1613504683 (hardcover);9781613504697 (ebook);1613504691 (ebook);9781613504703 (print & perpetual access);1613504705 (print & perpetual access)	xmt  	rec. 011813	30000002497166
9780253006127;0253006120	xmt  	rec. 011813	30000002497661
9781845907419 (pbk.);1845907418 (pbk.);9781845908294;1845908295;9781845908300;1845908309	xmt  	rec. 011813	30000002497158
9781441157393 (pbk.);1441157395 (pbk.);9781441109019 (hardcover);1441109013 (hardcover);9781441159694 (ebook (epub));144115969X (ebook (epub))	xmt  	rec. 011813	30000002497844
9781610483421 (hardback);1610483421 (hardback);9781610483438 (paper);161048343X (paper);9781610483445 (electronic);1610483448 (electronic)	xmt  	rec. 011813	30000002497802
9781433108075 (hardcover : alk. paper);1433108070 (hardcover : alk. paper);9781433108068 (pbk. : alk. paper);1433108062 (pbk. : alk. paper);1453905464 (e-book);9781453905463 (e-book)	xmt  	rec. 011813	30000002497083
9780230232617 (hardback);0230232612 (hardback)	xmt  	rec. 011813	30000002498057
9780313391538 (hard copy : alk. paper);031339153X;9780313391545 (ebook);0313391548 (ebook)	xmt  	rec. 011813	30000002497380
9780415698948 (hardback);0415698944 (hardback);9780415698993 (paperback);0415698995 (paperback);9780203136553 (e-book);0203136551 (e-book)	xmt  	rec. 011813	30000002498016
9781441124944 (pbk. : alk. paper);1441124942 (pbk. : alk. paper);9781441115638 (hardcover : alk. paper);1441115633 (hardcover : alk. paper);9781441195432 (ebook epub : alk. paper);1441195432 (ebook epub : alk. paper);9781441119476 (ebook pdf : alk. paper);1441119477 (ebook pdf : alk. paper)	xmt  	rec. 011813	30000002497349
9781857756920 (v. 1);1857756924 (v. 1);9781846195075 (v. 2);1846195071 (v. 2)	xmt  	rec. 011813	30000002498933
9780415997492 (hardback);0415997496 (hardback);9780415997508 (paperback);041599750X (paperback)	xmt  	rec. 011813	30000002498610
0335242898 (pbk.);9780335242894 (pbk.);0335242901 (hbk.);9780335242900	xmt  	rec. 011813	30000002498693
9780840028570 (hbk.);0840028571 (hbk.)	xmt  	rec. 011813	30000002497620
	xvkg 	rec. 012213	30000002356669
1578195551;9781578195558	xmb  		30000002516080
1422601374;9781422601372	xmb  		30000002516049
0899066658 (hard cover);9780899066653 (hard cover);0899066666 (paperback);9780899066660 (paperback)	xmb  		30000002516056
	xmb  		30000002516064
9781422611937 (hc.);1422611930 (hc.)	xmb  		30000002516098
	xmb  		30000002516445
	xmb  		30000002516403
	xmb  		30000002516247
	xmb  		30000002516239
0486264785 :	xmb  		30000002516288
	xmb  		30000002516270
	xmb  		30000002516361
	x2mb 		30000002516320
	x2mb 		
0873061748;9780873061742	xmb  		30000002516353
	xmb  		30000001984974
	xmb  		30000001984982
0671447610	xmb  		30000001984990
080910430X :;0809131145 (pbk.) :	xmb  		30000001985005
	xmb  		30000001985047
	xmb  		30000001985039
	xmb  		30000001985021
	xmb  		30000001985013
	xmb  		30000001985088
	xmb  		30000001985070
0394747232 (pbk.) :	xmb  		30000001985062
	xmb  		30000001985054
	xmb  		30000001985096
0967037832;9780967037837	x2mb 		
	xkg  	Elton, Benjamin J. Britains's chief rabbis and the religious character of Anglo-Jewry isbn 9780719079658 hc Yeshiva University barcode 1037806017951	30000002356776;no barcode
1578195551;9781578195558	xmb  		30000002516072
0553139045;9780553139044;0553279378;9780553279375;0553122525;9780553122527;0553256157	xmb  		30000002516106
	xmb  		
	xmb  		30000002516122
	xmb  		30000002516130
	xmb  		30000002516148
	xmb  		30000002516163
	xmb  		30000002516155
068417653X (pbk.);9780684176536 (pbk.)	xmb  		30000002516171
	xmb  		30000002516189
	xmb  		30000002516213
	xmb  		30000002516197
	xmb  		30000002516205
	xmb  		30000002516221
0198611129;9780198611127	x2mb 		30000002516262
156619069X;9781566190695	x2mb 		30000002516254
0374113262 (cloth : alk. paper);9780374113261 (cloth : alk. paper)	xmb  		30000002516296
0528811045;9780528811043	xmb  		30000002516338
1568842260 (pbk.);9781568842264 (pbk.)	xmb  		30000002516379
0553213261 :;9780553213263	xmb  		30000002516411
0884829170;9780884829171	xmb  		30000002516452
0807823287 (cloth : alk. paper);9780807823286 (cloth : alk. paper);0807846384 (pbk. : alk. paper);9780807846384 (pbk. : alk. paper)	xmb  		30000002516460
0393325814 (pbk.) :;9780393325812 (pbk.)	xmb  		30000002516429
	xmb  		30000002516387
006270124X;9780062701244	xmb  		30000002516346
0312352271;9780312352271	xmb  		30000002516478
014008052X;9780140080520	xmb  		30000002516437
0140281606;9780140281606	xmb  		30000002516486
9780465029730 :;0465029736	xmw  	rec. 012913	30000002515033
9780691156668 (hardcover : alk. paper);0691156662 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514176
9780822350927 (cloth : alk. paper);0822350920 (cloth : alk. paper);9780822351030 (pbk. : alk. paper);082235103X (pbk. : alk. paper)	xmw  	rec. 012913	30000002515199
9780393088779;0393088774	xmw  	rec. 012913	30000002514952
9780262017251 (hardcover : alk. paper);0262017253 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514747
9780691147628 (hardcover : alk. paper);0691147620 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514622
9780826518613 (cloth ed. : alk. paper);0826518613 (cloth ed. : alk. paper);9780826518620 (pbk. ed. : alk. paper);0826518621 (pbk. ed. : alk. paper);9780826518637 (e-book);082651863X (e-book)	xmw  	rec. 012913	30000002514333
9780393088960 (hbk.);0393088960 (hbk.)	xmw  	rec. 012913	30000002514259
9780812243840 (hardcover : alk. paper);0812243846 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514788
9780521195362;0521195365;9780521148795 (paperback);0521148790 (paperback)	xmw  	rec. 012913	30000002514531;bf 341 g56 2012
9780801449963 (cloth : alk. paper);0801449960 (cloth : alk. paper)	xmw  	rec. 012913	30000002514903
9780316213547;0316213543	xmw  	rec. 012913	30000002514663
9781439199381 (hc) :;1439199388 (hc) :	xmw  	rec. 012913	30000002515157
9780195399783 (hardback : alk. paper);0195399781 (hardback : alk. paper)	xmw  	rec. 012913	30000002514580
9780385531979;0385531974	xmw  	rec. 012913	30000002515074
9781590206072 (US);159020607X (US);9780715645109 (UK);0715645102 (UK)	xmw  	rec. 012913	30000002515116
9780199794645 (cloth : alk. paper);0199794642 (cloth : alk. paper)	xmw  	rec. 012913	30000002514705
9780814796078 (hardback);0814796079 (hardback);9780814796085 (pbk.);0814796087 (pbk.);9780814763391 (ebook);0814763391 (ebook)	xmw  	rec. 012913	30000002514093
9780061966866;006196686X	xmw  	rec. 012913	30000002514614
9780262017657;0262017652	xmw  	rec. 012913	30000002514374
9780415589734 (hardback : alk. paper);0415589738 (hardback : alk. paper);9780415589741 (pbk. : alk. paper);0415589746 (pbk. : alk. paper)	xmw  	rec. 012913	30000002514945
9780415886611 (hbk);0415886619 (hbk);9780415886628 (pbk);0415886627 (pbk);9780203149546;0203149548	xmw  	rec. 012913	30000002514994
9780300187717 (pbk.);0300187718 (pbk.);9780300125351 (cl : alk. paper);0300125356 (cl : alk. paper)	xmw  	rec. 012913	30000002514861
9780321524041;0321524047	xvwb 		
9780742522121 (cloth : alk. paper);0742522121 (cloth : alk. paper);9780742522138 (pbk. : alk. paper);074252213X (pbk. : alk. paper)	xbs  		30000002443038
9780195319859 (cloth : alk. paper);0195319850 (cloth : alk. paper);9780195319866 (pbk. : alk. paper);0195319869 (pbk. : alk. paper)	xbs  		30000002443020
0393925722;9780393925722	xvmw 	rec. 012913	30000002515066
9780415682930 (hardback);0415682932 (hardback);9780415682947 (pbk.);0415682940 (pbk.);9780203234471 (ebook);0203234472 (ebook)	xmw  	rec. 012913	30000002514218
9780300169911 (cloth : alk. paper);0300169914 (cloth : alk. paper)	xmw  	rec. 012913	30000002515132
9781605981772;160598177X	xmw  	rec. 012913	30000002514986
9780226348032 (cloth : alk. paper);0226348032 (cloth : alk. paper)	xmw  	rec. 012913	30000002515025
9780674065642 (hc : alk. paper);0674065646 (hc : alk. paper)	xmw  	rec. 012913	30000002515108
9780062027467;0062027468	xmw  	rec. 012913	30000002514812
9780809095025 (alk. paper);0809095025 (alk. paper)	xmw  	rec. 012913	30000002514739
9781421406008 (hdbk. : alk. paper);9781421406503 (electronic);1421406004 (hdbk. : alk. paper);1421406500 (electronic)	xmw  	rec. 012913	30000002514770
9780199844425 (alk. paper);0199844429 (alk. paper)	xmw  	rec. 012913	30000002515181
9780807752920 (pbk. : alk. paper);0807752924 (pbk. : alk. paper);9780807752937 (hardcover : alk. paper);0807752932 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514697
9780691153384 (hardcover : alk. paper);0691153388 (hardcover : alk. paper)	xmw  	rec. 012913	30000002515140
9780199796441 (hbk. : acid-free paper);0199796440 (hbk. : acid-free paper)	xmw  	rec. 012913	30000002515173
9781598843224 (hbk. : alk. paper);1598843222 (hbk. : alk. paper);9781598843231 (ebk.);1598843230 (ebk.)	xmw  	rec. 012913	30000002514655
1849801770;9781849801775	xmw  	rec. 012913	30000002514895
9780393088694 (hbk.);0393088693 (hbk.);9780393099694;0393099695;9780393099690	xmw  	rec. 012913	30000002514853
9780521768498 (hdbk.);0521768497 (hdbk.);9780521145367 (pbk.);0521145368 (pbk.)	xmw  	rec. 012913	30000002515058
9780262016728 (hardcover : alk. paper);0262016729 (hardcover : alk. paper)	xmw  	rec. 012913	30000002514937
9780691149646 (hardcover : alk. paper);069114964X (hardcover : alk. paper);9780691149653 (pbk. : alk. paper);0691149658 (pbk. : alk. paper)	xmw  	rec. 012913	30000002514978
9780195390346;0195390342;9780199927692 (pbk.);0199927693 (pbk.)	xmw  	rec. 012913	30000002515090
9780804768665 (cloth : alk. paper);0804768668 (cloth : alk. paper)	xmw  	rec. 012913	30000002514499
9780415664196 (hb : alk. paper);0415664195 (hb : alk. paper);9780415664202 (pb : alk. paper);0415664209 (pb : alk. paper)	xmw  	rec. 012913	30000002515017
9780801450938 (cloth : alk. paper);0801450934 (cloth : alk. paper)	xmw  	rec. 012913	30000002514135
9780393078039 (hardcover);0393078035 (hardcover)	xmw  	rec. 012913	30000002514416
9780252036798 (hardcover : alk. paper);0252036794 (hardcover : alk. paper);9780252093906 (e-book);0252093909 (e-book)	xmw  	rec. 012913	30000002514457
9780230114920;023011492X	xmw  	rec. 012913	30000002514291
9780132613163 (student);0132613166 (student);9780132854269 (instructor's review copy);0132854260 (instructor's review copy)	xmw  	rec. 012913	30000002514572
9781111545673 (pbk.);1111545677 (pbk.);1111306362;9781111306366	xmt  	rec. 012913	30000002498222
071676864X;9780716768647	xmt  	rec. 012913	30000002498958
9781610484503 (cloth : alk. paper);1610484509 (cloth : alk. paper);9781610484510 (pbk. : alk. paper);1610484517 (pbk. : alk. paper);9781610484527 (electronic);1610484525 (electronic)	xmt  	rec. 012913	30000002498461
9780230236073 (hardback);0230236073 (hardback)	xmt  	rec. 012913	30000002498479
9781442211728 (cloth : alk. paper);1442211725 (cloth : alk. paper);9781442211735 (pbk. : alk. paper);1442211733 (pbk. : alk. paper);9781442211742 (electronic);1442211741 (electronic)	xmt  	rec. 012913	30000002498990
9781848212978 (hardback);1848212976 (hardback)	xmt  	rec. 012913	30000002498453
9781466609037 (hbk.);1466609036 (hbk.);9781466609044 (ebook);1466609044 (ebook);9781466609051 (print & perpetual access);1466609052 (print & perpetual access)	xmt  	rec. 012913	30000002499196
9781442218031 (pbk. : alk. paper);1442218037 (pbk. : alk. paper);9781442218048 (electronic);1442218045 (electronic)	xmt  	rec. 012913	30000002498834
9780470920459 (cloth);0470920459 (cloth)	xmt  	rec. 012913	30000002498065
9781118022290 (hbk.);1118022297 (hbk.)	xmt  	rec. 012913	30000002498362
9781444338577 (pbk.);1444338579 (pbk.)	xmt  	rec. 012913	30000002497190
9781118022306 (pbk.);1118022300 (pbk.)	xmt  	rec. 012913	30000002498214
9780470609538;0470609532	xmt  	rec. 012913	30000002498180
9780415548731 (hardback);041554873X (hardback);9780415548748 (pbk.);0415548748 (pbk.);9780203817537 (ebook);0203817532 (ebook)	xmt  	rec. 012913	30000002498172
9781610483216 (cloth : alk. paper);1610483219 (cloth : alk. paper);9781610483223 (pbk. : alk. paper);1610483227 (pbk. : alk. paper);9781610483230 (electronic);1610483235 (electronic)	xmt  	rec. 012913	30000002498156
9780742570498 (hardback);0742570495 (hardback);9780742570504 (paper);0742570509 (paper);9780742570511 (electronic);0742570517 (electronic)	xmt  	rec. 012913	30000002497430
9781111531003;1111531005	xmt  	rec. 012913	30000002499154
9780742561410 (cloth : alk. paper);0742561410 (cloth : alk. paper);9780742561427 (pbk. : alk. paper);0742561429 (pbk. : alk. paper)	xmt  	rec. 012913	30000002497398
9780470873946;0470873949	xmt  	rec. 012913	30000002499113
9780538453158;053845315X	xmt  	rec. 012913	30000002497034
0538469447;9780538469449	xmt  	rec. 012913	30000002497075
9780415526906 (hardback);0415526906 (hardback);9780415526937 (pbk.);0415526930 (pbk.);9780203119198 (ebook);0203119193 (ebook)	xmt  	rec. 012913	30000002498206
9780807752470 (pbk. : alk. paper);0807752479 (pbk. : alk. paper);9780807752487 (hardcover : alk. paper);0807752487 (hardcover : alk. paper)	xmt  	rec. 012913	30000002498198
9780226104201 (cloth : alk. paper);0226104206 (cloth : alk. paper)	x2mt 	rec. 012913	30000002499030
9781610485753 (cloth : alk. paper);1610485750 (cloth : alk. paper);9781610485760 (pbk. : alk. paper);1610485769 (pbk. : alk. paper);9781610485777 (electronic);1610485777 (electronic)	xmt  	rec. 012913	30000002498404
9781412990875 (pbk.);1412990874 (pbk.)	xmt  	rec. 012913	30000002497745
9780807753408 (pbk. : alk. paper);0807753408 (pbk. : alk. paper)	xmt  	rec. 012913	30000002497471
9780495108399;0495108391;9780495392484 (access code card);0495392480 (access code card);0495439568;9780495439561	xkg  		30000002357725
9780415965293 (pbk. : alk. paper);0415965292 (pbk. : alk. paper)	xmt  	rec. 012913	30000002498644
9780415881524 (hardback : alk. paper);0415881528 (hardback : alk. paper);9780415881531 (pbk. : alk. paper);0415881536 (pbk. : alk. paper)	xmt  	rec. 012913	30000002498602
9781446201343 (hbk.);1446201341 (hbk.);9781446201350 (pbk.);144620135X (pbk.)	xmt  	rec. 012913	30000002497828
9781462502462 (pbk.);1462502466 (pbk.);9781462502486 (hardcover);1462502482 (hardcover)	xmt  	rec. 012913	30000002497042
9780132316514;013231651X	xmt  	rec. 012913	30000002497240
9780415672542 (pbk.);0415672546 (pbk.);9780203802564 (ebook);020380256X (ebook)	xmt  	rec. 012913	30000002497208
9781429232036 (hbk);142923203X (hbk);9781429232050 (pbk);1429232056 (pbk)	xmt  	GPS 201/201.6 Developmental Psych;rec. 012913	30000002497836
9781137267115 (pbk.);1137267119 (pbk.)	xmt  	rec. 012913	30000002497513
1848727631 (hbk);9781848727632 (hbk)	xmt  	rec. 012913	30000002497232
9780415894586 (hardback);0415894581 (hardback);9780415894593 (pbk.);041589459X (pbk.);9780203813119 (ebk);0203813111 (ebk)	xmt  	rec. 012913	30000002497273
9780415539500 (hardback);0415539501 (hardback);9780415539517 (paperback);041553951X (paperback);9780203108185 (e-book);0203108183 (e-book)	xmt  	rec. 012913	30000002498370
9780415612708 (hardback);0415612705 (hardback);9780415612722 (pbk.);0415612721 (pbk.);9780203117972 (ebook);0203117972 (ebook)	xmt  	rec. 012913	30000002498040
9781442210776 (hardback);144221077X (hardback);9781442210790 (ebook);1442210796 (ebook)	xmt  	rec. 012913	30000002498032
9781564843227 (pbk.);156484322X (pbk.)	xmt  	rec. 012913	30000002498248
1402081359;9781402081354;1441954848;9781441954848	xmt  	rec. 012913	30000002498131
9781610488037 (cloth : alk. paper);1610488032 (cloth : alk. paper);9781610488044 (pbk. : alk. paper);1610488040 (pbk. : alk. paper)	xmt  	rec. 012913	30000002498388
9781564843166;1564843165	xmt  	rec. 012913	30000002498396
9780415608664 (hardback);041560866X (hardback);9780415608671 (pbk.);0415608678 (pbk.);9780203120347 (ebook);0203120345 (ebook)	xmt  	rec. 012913	30000002498230
9780415894562 (hardback);0415894565 (hardback);9780415894579;0415894573;9780203154519;0203154517	xmt  	rec. 012913	30000002497786
9781596672192 (pbk.);1596672196 (pbk.)	xmt  	rec. 012913	30000002498008
9780415598828 (hardback);0415598826 (hardback);9780415598835 (paperback);0415598834 (paperback);9780203817681 (e-book);0203817680 (e-book)	xmt  	rec. 012913	30000002497984
9780415614313 (hbk.);0415614317 (hbk.);9780415614320 (pbk.);0415614325 (pbk.);9780203134078 (ebk.);0203134079 (ebk.)	xmt  	rec. 012913	30000002498594
9781466618183 (hardcover);1466618183 (hardcover);9781466618190 (ebook);1466618191 (ebook);9781466618206 (print & perpetual access);1466618205 (print & perpetual access)	xmt  	rec. 012913	30000002498164
9781556429675 (pbk.);1556429673 (pbk.)	xmt  		30000002494080
9780470506974 (pbk.);0470506970 (pbk.)	xkg  		30000001514516
0385484518	xkg  		30000002357758
9781402211829 (pbk.);1402211821 (pbk.)	xkg  		30000002357766
	xkg  	rec. 020113	30000002357303
9780804771665 (cloth : alk. paper);0804771669	xb5  	rec. 020413	30000001169964
9781594203411;1594203415	xb5  	rec. 020413	30000001169477
9780415506243 (hbk.);0415506247 (hbk.)	xb5  	rec. 020413	30000001169956
9781412990875 (pbk.);1412990874 (pbk.)	xb5  	rec. 020413	30000001169659
9780307352149;0307352145	xb5  	rec. 020413	30000001170731
9780307955579;0307955575;0307955583 (eISBN);9780307955586 (eISBN)	xb5  	rec. 020413	0000001171051
0470051418 (cloth : alk. paper);9780470051412 (cloth : alk. paper)	xb5  	rec. 020413	30000001169717
9780307378217;0307378217	xb5  	rec. 020413	30000001169675
9789652295668;9652295663	xvb5 	rec. 020413	30000001169998
